Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number of Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
HG97353,Oregon,8679.838135,false,Premium,Bachelor,2024-01-04,Employed,F,52717,Rural,Married,109,5,60,0,8,Corporate Auto,Corporate L2,Offer3,Agent,60.151529,Four-Door Car,Medsize
CO68055,Oregon,30966.31981,false,Basic,Bachelor,2024-01-01,Unemployed,M,0,Suburban,Married,109,18,2,0,2,Personal Auto,Personal L1,Offer3,Branch,691.401424,SUV,Small
TA77711,Oregon,8667.090494,false,Basic,College,2024-01-09,Employed,M,31354,Suburban,Married,109,11,23,0,9,Personal Auto,Personal L3,Offer3,Branch,527.759702,SUV,Small
HA40978,California,8478.278069,false,Premium,College,2024-01-12,Employed,M,53234,Suburban,Single,109,27,37,0,7,Personal Auto,Personal L1,Offer1,Call Center,1212.988796,Four-Door Car,Small
FX55409,Oregon,8229.240991,false,Basic,Master,2024-01-14,Unemployed,F,0,Urban,Married,109,5,63,0,3,Personal Auto,Personal L2,Offer3,Web,298.636534,SUV,Medsize
UY95530,California,8658.863813,true,Basic,College,2024-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L2,Offer2,Agent,400.181882,Sports Car,Medsize
KB18303,California,8658.863813,true,Basic,College,2024-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Corporate Auto,Corporate L1,Offer2,Agent,400.181882,Sports Car,Medsize
VF17463,Oregon,8658.863813,true,Basic,College,2024-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,Medsize
OR78439,Arizona,8658.863813,true,Basic,College,2024-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Corporate Auto,Corporate L3,Offer2,Agent,400.181882,Sports Car,Medsize
QA72881,Oregon,8658.863813,true,Basic,College,2024-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,Medsize
AD38685,California,8658.863813,true,Basic,College,2024-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,Medsize
CO23919,Oregon,30718.8124,false,Basic,Bachelor,2024-01-10,Employed,F,90607,Rural,Single,109,1,48,0,2,Special Auto,Special L2,Offer2,Agent,243.467617,SUV,Medsize
IX32007,California,2864.820306,false,Basic,Bachelor,2024-01-06,Unemployed,M,0,Suburban,Single,109,2,8,4,1,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small
XO36233,Washington,8641.530036,false,Basic,Bachelor,2024-02-12,Employed,M,78904,Rural,Divorced,109,10,38,0,9,Personal Auto,Personal L3,Offer4,Branch,250.001424,SUV,Large
FQ83162,Washington,34708.87261,false,Basic,College,2024-02-01,Unemployed,M,0,Suburban,Divorced,109,3,19,0,2,Personal Auto,Personal L2,Offer1,Agent,718.700718,Sports Car,Medsize
HU57895,Washington,6860.592636,false,Basic,College,2024-02-04,Unemployed,F,0,Suburban,Divorced,109,5,20,4,7,Corporate Auto,Corporate L1,Offer1,Call Center,605.137484,Sports Car,Medsize
ET80689,California,8711.302422,false,Basic,College,2024-02-18,Employed,M,92606,Urban,Married,109,26,75,0,3,Special Auto,Special L3,Offer2,Branch,287.437831,SUV,Medsize
GX11087,California,3907.028747,false,Basic,High School or Below,2024-01-28,Unemployed,F,0,Suburban,Single,109,2,8,0,1,Personal Auto,Personal L2,Offer1,Agent,666.042098,SUV,Medsize
HE29300,California,38545.70689,false,Basic,College,2024-01-14,Employed,M,41104,Urban,Married,109,4,10,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,440.030847,SUV,Large
IS95398,Nevada,8444.840217,false,Basic,Bachelor,2024-02-07,Employed,F,76352,Urban,Single,109,17,9,2,4,Personal Auto,Personal L2,Offer1,Agent,501.83778,SUV,Small
PD36660,California,8845.073706,false,Basic,High School or Below,2024-01-14,Employed,F,95850,Urban,Married,109,3,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,328.502498,Sports Car,Medsize
WE60408,Arizona,4339.871053,false,Basic,College,2024-01-02,Employed,F,91761,Suburban,Married,109,33,20,2,1,Personal Auto,Personal L1,Offer3,Branch,779.052276,SUV,Medsize
DK98861,Arizona,13160.3389,false,Basic,College,2024-01-18,Employed,F,94125,Urban,Married,109,33,21,0,2,Personal Auto,Personal L2,Offer2,Call Center,341.680131,SUV,Medsize
AZ77669,Oregon,8696.907111,false,Basic,High School or Below,2024-02-01,Employed,M,91423,Urban,Married,109,3,71,1,5,Personal Auto,Personal L2,Offer1,Web,435.796252,SUV,Medsize
VQ65197,California,8197.197078,false,Basic,College,2024-01-06,Unemployed,F,0,Suburban,Married,110,27,87,0,3,Personal Auto,Personal L3,Offer2,Agent,528,SUV,Medsize
SJ95423,Arizona,8819.018934,true,Basic,High School or Below,2024-01-10,Employed,M,99845,Suburban,Married,110,23,25,1,8,Corporate Auto,Corporate L3,Offer2,Branch,528,SUV,Medsize
RK96223,California,12941.89193,false,Basic,College,2024-01-22,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize
DB42794,California,4362.931238,true,Premium,College,2024-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L1,Offer2,Branch,528,Four-Door Car,Medsize
CX12134,Nevada,4220.613534,false,Premium,High School or Below,2024-01-31,Employed,M,32471,Suburban,Single,110,0,87,0,1,Personal Auto,Personal L2,Offer2,Agent,528,Two-Door Car,Medsize
PU18983,Oregon,8608.157233,false,Basic,High School or Below,2024-02-04,Employed,F,21450,Suburban,Divorced,110,8,80,2,3,Personal Auto,Personal L1,Offer1,Call Center,528,Sports Car,Small
MM71959,Arizona,8733.527338,false,Basic,Bachelor,2024-02-05,Employed,M,83210,Suburban,Divorced,110,0,25,0,3,Personal Auto,Personal L3,Offer3,Branch,528,Sports Car,Large
VM84548,Washington,8819.018934,true,Basic,High School or Below,2024-01-10,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Medsize
HR42454,Washington,13372.02426,false,Premium,High School or Below,2024-02-25,Employed,F,88706,Suburban,Married,110,14,72,1,2,Corporate Auto,Corporate L3,Offer3,Branch,528,Two-Door Car,Small
RD89159,Oregon,4362.931238,true,Premium,College,2024-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528,Four-Door Car,Medsize
MK15785,Nevada,4387.31087,false,Basic,Master,2024-02-24,Employed,M,48015,Suburban,Married,110,24,57,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,528,Sports Car,Medsize
TY43440,California,8819.018934,true,Basic,High School or Below,2024-01-10,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L3,Offer2,Branch,528,SUV,Medsize
TT36693,Nevada,4362.931238,true,Premium,College,2024-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L2,Offer2,Branch,528,Four-Door Car,Medsize
SI20178,California,4425.905071,false,Basic,High School or Below,2024-02-21,Employed,M,80892,Suburban,Married,110,15,76,0,1,Personal Auto,Personal L3,Offer3,Branch,528,SUV,Medsize
ZC69696,Arizona,35440.14262,false,Basic,College,2024-02-16,Employed,F,74560,Suburban,Divorced,110,31,20,0,2,Personal Auto,Personal L3,Offer1,Branch,528,SUV,Medsize
XY39691,Arizona,4157.698118,false,Basic,High School or Below,2024-02-03,Unemployed,F,0,Suburban,Married,110,4,61,0,1,Personal Auto,Personal L2,Offer1,Web,528,SUV,Medsize
EY13576,Oregon,7374.077921,false,Basic,College,2024-01-09,Unemployed,F,0,Suburban,Married,110,19,87,4,3,Personal Auto,Personal L2,Offer1,Web,528,SUV,Medsize
UG37492,California,4362.931238,true,Premium,College,2024-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528,Four-Door Car,Medsize
RS59102,California,12885.78676,false,Basic,College,2024-02-12,Employed,M,37050,Suburban,Married,110,4,75,1,2,Personal Auto,Personal L3,Offer1,Agent,528,Sports Car,Medsize
BG51419,Washington,4362.931238,true,Premium,College,2024-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Corporate Auto,Corporate L1,Offer2,Branch,528,Four-Door Car,Medsize
OJ84485,California,12516.92188,false,Basic,High School or Below,2024-01-27,Medical Leave,M,12607,Suburban,Married,110,13,20,0,2,Personal Auto,Personal L2,Offer1,Call Center,528,SUV,Medsize
PS25185,Washington,4097.371676,false,Premium,Bachelor,2024-01-20,Medical Leave,F,20079,Suburban,Single,110,1,63,0,1,Corporate Auto,Corporate L3,Offer1,Web,528,Two-Door Car,Medsize
VF96109,Oregon,8819.018934,true,Basic,High School or Below,2024-01-10,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L3,Offer2,Branch,528,SUV,Medsize
NN40477,Arizona,4280.747008,false,Basic,Bachelor,2024-02-09,Employed,F,52679,Suburban,Divorced,110,25,21,2,1,Personal Auto,Personal L2,Offer2,Branch,528,Sports Car,Medsize
VY32314,Oregon,4268.618821,false,Basic,High School or Below,2024-02-25,Employed,M,43209,Suburban,Single,110,12,16,0,1,Personal Auto,Personal L3,Offer1,Web,528,Sports Car,Medsize
PU88199,Oregon,8819.018934,true,Basic,High School or Below,2024-01-10,Employed,M,99845,Suburban,Married,110,23,25,1,8,Corporate Auto,Corporate L2,Offer2,Branch,528,SUV,Medsize
QS70017,Arizona,8738.401013,false,Premium,Bachelor,2024-01-26,Employed,M,43597,Suburban,Married,110,20,24,0,6,Personal Auto,Personal L3,Offer1,Agent,528,Two-Door Car,Medsize
UM52895,California,13104.30284,false,Basic,Bachelor,2024-01-26,Employed,F,30130,Suburban,Married,110,22,12,0,2,Personal Auto,Personal L3,Offer1,Call Center,528,SUV,Small
VZ79366,California,4362.931238,true,Premium,College,2024-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L2,Offer2,Branch,528,Four-Door Car,Medsize
YU83697,Nevada,3871.073807,false,Basic,Bachelor,2024-02-27,Unemployed,F,0,Suburban,Single,110,8,76,0,1,Corporate Auto,Corporate L2,Offer1,Agent,528,SUV,Small
XP92021,Oregon,13295.60284,false,Basic,High School or Below,2024-02-27,Employed,F,68009,Suburban,Divorced,110,1,2,0,2,Personal Auto,Personal L1,Offer1,Call Center,528,SUV,Medsize
PK47936,Washington,8750.710415,false,Premium,High School or Below,2024-01-05,Employed,F,25806,Suburban,Married,110,20,43,0,5,Personal Auto,Personal L3,Offer4,Call Center,528,Four-Door Car,Medsize
LN47910,Arizona,4434.028141,false,Premium,College,2024-01-03,Employed,F,83220,Suburban,Married,110,9,42,0,1,Personal Auto,Personal L1,Offer3,Agent,528,Four-Door Car,Medsize
ZC17276,California,7755.209719,false,Premium,Master,2024-01-15,Unemployed,M,0,Suburban,Single,110,7,90,0,5,Personal Auto,Personal L3,Offer1,Branch,528,Four-Door Car,Medsize
JO75190,Nevada,8673.587,false,Basic,Bachelor,2024-01-31,Employed,M,43963,Suburban,Married,110,25,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,528,SUV,Medsize
SM52948,Nevada,8707.619537,false,Basic,Bachelor,2024-01-05,Employed,F,57107,Suburban,Married,110,27,84,3,7,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Small
BD42101,California,25030.89457,false,Basic,Bachelor,2024-01-22,Unemployed,M,0,Suburban,Divorced,110,1,53,1,2,Corporate Auto,Corporate L2,Offer1,Branch,528,SUV,Medsize
TV97612,Oregon,8105.996039,false,Basic,Bachelor,2024-02-24,Medical Leave,M,20815,Suburban,Married,110,7,35,0,9,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize
BW51534,California,8364.502793,false,Basic,High School or Below,2024-01-16,Unemployed,F,0,Suburban,Married,110,7,40,0,5,Corporate Auto,Corporate L2,Offer1,Branch,528,SUV,Small
FL69981,California,4038.864803,false,Basic,Bachelor,2024-02-23,Unemployed,F,0,Suburban,Married,110,17,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,528,SUV,Medsize
MV81355,California,8819.018934,true,Basic,High School or Below,2024-01-10,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Medsize
EA61783,California,26232.85024,false,Basic,Bachelor,2024-01-15,Employed,F,35868,Suburban,Single,110,20,51,0,2,Personal Auto,Personal L3,Offer2,Branch,528,SUV,Medsize
AB13432,California,3735.838129,false,Basic,Bachelor,2024-01-04,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792,SUV,Medsize
VJ71087,Arizona,3993.882994,false,Basic,Bachelor,2024-01-09,Disabled,M,17672,Suburban,Divorced,110,28,16,0,1,Personal Auto,Personal L1,Offer3,Branch,792,SUV,Medsize
NI49607,Oregon,4395.885525,false,Basic,College,2024-01-13,Employed,F,28719,Suburban,Married,110,0,17,0,1,Personal Auto,Personal L3,Offer2,Branch,792,SUV,Medsize
AK44985,California,3853.473448,false,Basic,College,2024-02-23,Unemployed,F,0,Suburban,Single,110,13,3,0,1,Personal Auto,Personal L2,Offer1,Agent,792,SUV,Large
DJ71217,Washington,21561.71277,false,Basic,College,2024-01-28,Unemployed,M,0,Suburban,Single,110,11,59,0,2,Personal Auto,Personal L2,Offer3,Branch,792,SUV,Medsize
PS77478,Arizona,6863.706694,false,Basic,College,2024-01-03,Unemployed,M,0,Suburban,Single,110,14,30,1,5,Personal Auto,Personal L3,Offer3,Branch,792,SUV,Medsize
ZP64637,Arizona,3857.770745,false,Basic,High School or Below,2024-01-29,Unemployed,M,0,Suburban,Single,110,20,62,0,1,Corporate Auto,Corporate L3,Offer1,Web,792,Sports Car,Medsize
DG33206,Washington,8861.900439,false,Premium,Doctor,2024-01-16,Employed,F,41854,Urban,Married,110,17,44,0,8,Personal Auto,Personal L3,Offer1,Agent,481.269644,Four-Door Car,Medsize
XZ54522,Nevada,8810.89555,false,Premium,Bachelor,2024-02-25,Employed,F,76266,Rural,Single,110,24,88,1,3,Personal Auto,Personal L1,Offer1,Branch,155.708627,Two-Door Car,Medsize
MQ74051,Arizona,13014.23496,false,Basic,Bachelor,2024-02-15,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353.098604,SUV,Medsize
CE71123,California,12751.27591,false,Basic,Bachelor,2024-02-20,Employed,F,33235,Rural,Single,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.804117,SUV,Small
RM41745,California,8278.786492,false,Premium,High School or Below,2024-01-18,Unemployed,F,0,Suburban,Married,110,20,66,0,7,Personal Auto,Personal L3,Offer1,Agent,1002.782553,Four-Door Car,Medsize
IS58493,Oregon,4369.697742,false,Basic,Master,2024-02-11,Employed,M,40774,Urban,Married,110,28,59,1,1,Personal Auto,Personal L3,Offer1,Agent,394.968488,Sports Car,Medsize
VS30147,Oregon,22118.81261,false,Basic,Master,2024-02-17,Employed,M,58645,Urban,Married,110,15,44,0,2,Personal Auto,Personal L2,Offer2,Agent,427.723646,SUV,Medsize
HA93483,California,4319.145955,false,Basic,Bachelor,2024-02-12,Disabled,F,11811,Suburban,Married,110,20,20,0,1,Personal Auto,Personal L2,Offer2,Branch,808.618307,Sports Car,Small
GG61186,Nevada,8395.806331,false,Premium,Doctor,2024-01-11,Unemployed,F,0,Rural,Married,110,22,72,0,9,Personal Auto,Personal L1,Offer1,Agent,161.092415,Four-Door Car,Medsize
QG39997,Arizona,4212.8026,false,Premium,College,2024-01-01,Disabled,F,10097,Rural,Married,110,17,69,0,1,Personal Auto,Personal L1,Offer1,Web,218.635593,Four-Door Car,Medsize
VA65117,Oregon,7635.422232,false,Basic,High School or Below,2024-02-18,Unemployed,M,0,Suburban,Single,110,0,66,0,7,Personal Auto,Personal L1,Offer1,Branch,1138.687583,SUV,Medsize
YQ75801,Arizona,8874.551335,false,Basic,High School or Below,2024-01-26,Employed,F,84731,Rural,Married,110,11,32,1,7,Personal Auto,Personal L1,Offer1,Agent,226.738219,SUV,Medsize
EU98982,Arizona,7600.443798,false,Basic,High School or Below,2024-01-13,Unemployed,M,0,Suburban,Single,110,17,58,2,3,Personal Auto,Personal L3,Offer2,Branch,796.987409,SUV,Medsize
PM61374,California,8087.219475,false,Premium,Bachelor,2024-02-06,Unemployed,F,0,Suburban,Married,110,9,23,0,6,Personal Auto,Personal L1,Offer1,Web,550.825934,Two-Door Car,Medsize
HO94329,Arizona,25900.19716,false,Basic,College,2024-01-14,Employed,M,53105,Urban,Married,110,6,65,0,2,Corporate Auto,Corporate L1,Offer3,Agent,365.361427,SUV,Medsize
WK88044,Arizona,8737.837514,false,Basic,Bachelor,2024-02-13,Employed,M,61281,Rural,Married,110,7,16,0,7,Personal Auto,Personal L3,Offer1,Agent,79.865605,SUV,Medsize
HO77809,Oregon,8688.754812,false,Basic,College,2024-01-27,Employed,F,59098,Suburban,Divorced,110,31,73,0,3,Personal Auto,Personal L3,Offer2,Agent,665.931223,SUV,Medsize
PG43749,Oregon,4318.433036,false,Premium,College,2024-02-08,Disabled,F,17572,Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639.769748,Two-Door Car,Medsize
OM37610,Nevada,13024.22378,false,Premium,High School or Below,2024-01-20,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal Auto,Personal L3,Offer1,Web,565.837664,Four-Door Car,Medsize
UA94723,Oregon,4428.031583,true,Basic,High School or Below,2024-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
TW12556,Oregon,4428.031583,true,Basic,High School or Below,2024-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
AW36627,California,4428.031583,true,Basic,High School or Below,2024-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
UM28580,Oregon,4428.031583,true,Basic,High School or Below,2024-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
EI17753,Oregon,4428.031583,true,Basic,High School or Below,2024-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L1,Offer1,Agent,303.872752,SUV,Medsize
CU84967,California,4428.031583,true,Basic,High School or Below,2024-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
GQ17441,Nevada,3651.69247,false,Basic,High School or Below,2024-01-06,Unemployed,M,0,Suburban,Single,110,7,70,0,1,Personal Auto,Personal L2,Offer2,Agent,1265.387328,SUV,Large
HR44460,California,26338.58626,false,Basic,Bachelor,2024-01-14,Employed,F,60970,Rural,Divorced,110,20,10,0,2,Personal Auto,Personal L3,Offer1,Agent,94.496547,SUV,Medsize
OH15677,California,3742.579083,false,Basic,High School or Below,2024-01-05,Unemployed,M,0,Suburban,Single,110,35,78,1,1,Personal Auto,Personal L2,Offer1,Agent,1272.546918,Sports Car,Medsize
VO38365,Washington,8861.149536,false,Basic,College,2024-02-05,Employed,F,90125,Rural,Married,110,1,72,0,3,Corporate Auto,Corporate L3,Offer3,Branch,128.645946,SUV,Medsize
ZF64287,California,13081.3077,false,Basic,High School or Below,2024-02-16,Employed,M,89948,Rural,Divorced,110,17,53,1,2,Special Auto,Special L2,Offer2,Agent,125.017501,Sports Car,Medsize
EO75698,Oregon,22242.51659,false,Premium,Bachelor,2024-01-09,Employed,F,83894,Rural,Married,110,6,46,0,2,Personal Auto,Personal L1,Offer2,Agent,82.019005,Four-Door Car,Medsize
XW96958,Nevada,7573.345057,false,Premium,High School or Below,2024-02-20,Unemployed,M,0,Suburban,Single,110,6,37,0,6,Corporate Auto,Corporate L3,Offer1,Agent,1193.036154,Four-Door Car,Large
RH97231,Washington,8693.995589,false,Basic,Bachelor,2024-01-01,Employed,M,48893,Suburban,Married,110,9,26,0,3,Personal Auto,Personal L3,Offer1,Branch,787.88953,SUV,Medsize
CV75841,California,4369.496687,false,Premium,College,2024-01-25,Employed,M,97321,Rural,Single,110,35,46,0,1,Personal Auto,Personal L2,Offer1,Agent,74.744643,Four-Door Car,Medsize
AK90865,Oregon,8207.858272,false,Basic,High School or Below,2024-02-22,Unemployed,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.90827,Sports Car,Medsize
NC47038,Arizona,8788.532018,false,Basic,High School or Below,2024-01-10,Employed,M,91171,Suburban,Married,110,3,64,0,8,Personal Auto,Personal L2,Offer2,Agent,771.39748,SUV,Medsize
XF15789,Arizona,8869.619888,false,Basic,College,2024-02-21,Employed,F,81350,Rural,Married,110,1,28,0,9,Personal Auto,Personal L3,Offer3,Branch,228.185834,SUV,Large
YB58105,California,10865.86075,false,Premium,High School or Below,2024-02-14,Unemployed,M,0,Suburban,Single,110,27,48,1,2,Corporate Auto,Corporate L1,Offer1,Agent,1066.913401,Four-Door Car,Large
HJ37943,California,13333.38849,false,Premium,Bachelor,2024-01-22,Employed,F,75634,Urban,Married,110,13,52,0,2,Personal Auto,Personal L3,Offer1,Agent,432.805382,Two-Door Car,Medsize
UP60200,California,26576.31541,false,Premium,Bachelor,2024-02-02,Employed,M,87002,Rural,Married,110,27,30,0,2,Personal Auto,Personal L2,Offer1,Call Center,199.851173,Two-Door Car,Medsize
FL76894,Washington,4314.174392,false,Basic,High School or Below,2024-02-08,Employed,M,33488,Urban,Married,110,7,61,0,1,Personal Auto,Personal L1,Offer2,Branch,316.876671,SUV,Medsize
UO16539,Washington,8439.615236,false,Basic,Bachelor,2024-01-26,Employed,M,22454,Suburban,Single,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.097027,SUV,Medsize
SC66359,Arizona,4433.97368,false,Basic,College,2024-02-21,Employed,F,50653,Rural,Married,110,29,42,0,1,Corporate Auto,Corporate L3,Offer4,Agent,262.865172,SUV,Small
VL97142,Oregon,26200.83423,false,Basic,College,2024-02-22,Employed,M,68507,Rural,Married,110,5,29,0,2,Personal Auto,Personal L2,Offer3,Agent,140.196942,SUV,Medsize
DP39365,California,8798.797003,false,Premium,Master,2024-02-06,Employed,M,77026,Urban,Married,110,9,82,2,3,Corporate Auto,Corporate L1,Offer2,Agent,472.029737,Four-Door Car,Medsize
VQ57815,Oregon,8828.380695,false,Basic,Doctor,2024-01-01,Employed,M,61246,Rural,Married,110,24,21,0,3,Personal Auto,Personal L2,Offer2,Branch,159.239518,Sports Car,Medsize
FN61865,Nevada,4271.200049,false,Premium,Master,2024-02-06,Employed,F,26245,Rural,Single,110,6,43,0,1,Personal Auto,Personal L3,Offer4,Call Center,44.284642,Two-Door Car,Medsize
NE52009,California,39561.07502,false,Basic,College,2024-01-02,Employed,M,60500,Suburban,Married,110,27,92,0,2,Personal Auto,Personal L1,Offer3,Branch,770.475631,Sports Car,Small
VU71619,California,13277.08425,false,Basic,Bachelor,2024-01-10,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize
TN71469,Oregon,4349.104278,false,Basic,College,2024-02-05,Employed,F,90893,Suburban,Single,110,33,0,0,1,Personal Auto,Personal L3,Offer2,Web,700.004018,SUV,Medsize
ZZ68210,California,30745.96199,false,Premium,High School or Below,2024-01-26,Unemployed,M,0,Suburban,Single,110,27,89,0,2,Personal Auto,Personal L2,Offer1,Call Center,1004.755092,Four-Door Car,Medsize
EF21564,Nevada,4383.150505,false,Basic,Master,2024-02-10,Employed,M,84491,Rural,Single,110,0,0,0,1,Personal Auto,Personal L1,Offer4,Agent,156.282093,SUV,Medsize
CW38361,California,8744.727173,false,Basic,Bachelor,2024-02-10,Employed,M,61706,Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,Small
UX71137,Washington,8875.965501,false,Premium,Doctor,2024-02-05,Employed,F,69205,Urban,Married,110,20,56,0,6,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize
CH85444,Oregon,4145.711862,false,Premium,College,2024-01-25,Disabled,M,25943,Suburban,Married,110,26,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1067.333126,Two-Door Car,Small
TP96247,Oregon,4099.659085,false,Basic,High School or Below,2024-02-09,Medical Leave,F,18606,Suburban,Married,110,12,45,1,1,Personal Auto,Personal L3,Offer3,Agent,568.844905,SUV,Medsize
XS56253,California,6600.477951,false,Basic,Bachelor,2024-02-15,Unemployed,M,0,Suburban,Single,110,18,95,3,7,Personal Auto,Personal L3,Offer1,Agent,1011.772647,Sports Car,Medsize
DL36983,Oregon,8495.164213,false,Premium,High School or Below,2024-01-24,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Personal L3,Offer1,Agent,615.27228,Two-Door Car,Medsize
HE85298,California,4384.348683,false,Basic,High School or Below,2024-01-07,Employed,F,32272,Rural,Married,110,6,5,0,1,Corporate Auto,Corporate L3,Offer2,Branch,6.342791,SUV,Medsize
RX50446,Arizona,8365.963454,false,Premium,High School or Below,2024-02-17,Disabled,F,27042,Suburban,Divorced,110,17,3,0,7,Personal Auto,Personal L1,Offer2,Branch,1263.325007,Four-Door Car,Medsize
MF41879,Oregon,8215.388242,false,Basic,Doctor,2024-02-06,Unemployed,M,0,Suburban,Married,110,10,32,0,7,Personal Auto,Personal L2,Offer2,Web,601.021286,SUV,Small
WT21922,Arizona,17738.2012,false,Basic,High School or Below,2024-01-08,Employed,F,65348,Rural,Married,110,35,58,0,2,Corporate Auto,Corporate L1,Offer1,Branch,134.120531,Sports Car,Medsize
SP93911,California,8828.933996,false,Premium,High School or Below,2024-02-23,Employed,F,86721,Urban,Divorced,110,20,99,1,3,Corporate Auto,Corporate L1,Offer1,Agent,372.594847,Two-Door Car,Medsize
OO79691,Arizona,11828.61437,false,Basic,College,2024-02-27,Unemployed,F,0,Suburban,Single,111,4,8,0,2,Personal Auto,Personal L3,Offer2,Call Center,1018.808223,SUV,Medsize
AZ15952,Oregon,8749.496793,false,Premium,Bachelor,2024-02-28,Employed,M,52373,Rural,Divorced,111,2,37,0,9,Personal Auto,Personal L3,Offer1,Web,186.160527,Four-Door Car,Medsize
HH49378,California,30859.36361,false,Basic,Master,2024-02-20,Employed,M,69872,Rural,Married,111,35,10,2,2,Corporate Auto,Corporate L3,Offer2,Web,218.395525,Sports Car,Medsize
GV75215,Oregon,13167.60512,false,Basic,Bachelor,2024-02-12,Employed,F,54684,Urban,Married,111,13,15,3,2,Corporate Auto,Corporate L3,Offer2,Agent,302.137164,Sports Car,Medsize
EZ48947,Nevada,13111.11319,false,Basic,College,2024-01-31,Employed,M,67197,Rural,Single,111,2,9,0,2,Special Auto,Special L2,Offer1,Agent,147.948783,SUV,Large
GC42314,Arizona,8296.176276,false,Basic,Doctor,2024-02-27,Unemployed,M,0,Suburban,Married,111,3,59,0,9,Personal Auto,Personal L3,Offer3,Web,672.91665,SUV,Medsize
YV93784,Arizona,8973.110905,false,Basic,Master,2024-02-21,Employed,F,69736,Urban,Married,111,11,7,0,3,Personal Auto,Personal L3,Offer1,Branch,424.424732,SUV,Medsize
